"";"_Spieltag";"Datum";"Uhrzeit";"Ort";"Rang";"Gegner";"Spielsystem";"Zuschauer";"Ergebnis";"game_name";"country"
"771";"Gruppe E";"So. 17.06.2018";"14:00";"A";"";"Costa Rica";"4-2-3-1";"41.970";"0:1";"Weltmeisterschaft 2018";"serbien"
"772";"Gruppe E";"Fr. 22.06.2018";"20:00";"H";"";"Schweiz";"4-2-3-1";"33.167";"1:2";"Weltmeisterschaft 2018";"serbien"
"773";"Gruppe E";"Mi. 27.06.2018";"20:00";"H";"";"Brasilien";"4-2-3-1";"44.190";"0:2";"Weltmeisterschaft 2018";"serbien"
"774";NA;"Fr. 23.03.2018";"17:00";"H";"";"Marokko";"4-3-3 offensiv";"15.700";"1:2";"Freundschaftsspiele";"serbien"
"775";NA;"Di. 27.03.2018";"21:00";"A";"";"Nigeria";"4-2-3-1";"3.500";"0:2";"Freundschaftsspiele";"serbien"
"776";NA;"Mo. 04.06.2018";"20:00";"H";"";"Chile";"4-2-3-1";"2.000";"0:1";"Freundschaftsspiele";"serbien"
"777";NA;"Sa. 09.06.2018";"18:00";"H";"";"Bolivien";"4-2-3-1";"1.572";"5:1";"Freundschaftsspiele";"serbien"
"778";NA;"Mi. 20.03.2019";"20:45";"A";"";"Deutschland";"4-1-4-1";"26.101";"1:1";"Freundschaftsspiele";"serbien"
"779";NA;"Do. 10.10.2019";"20:45";"H";"";"Paraguay";"4-2-3-1";"5.000";"1:0";"Freundschaftsspiele";"serbien"
"780";NA;"Mo. 25.01.2021";"22:00";"A";"";"Dominikanische Republik";"4-2-3-1";"";"0:0";"Freundschaftsspiele";"serbien"
"781";NA;"Fr. 29.01.2021";"01:00";"A";"";"Panama";"4-3-3 offensiv";"";"0:0";"Freundschaftsspiele";"serbien"
"782";NA;"Mo. 07.06.2021";"10:00";"H";"";"Jamaika";"4-4-2 doppel 6";"";"1:1";"Freundschaftsspiele";"serbien"
"783";NA;"Fr. 11.06.2021";"12:28";"A";"";"Japan";"3-4-2-1";"x";"1:0";"Freundschaftsspiele";"serbien"
"784";NA;"Mi. 01.09.2021";"20:45";"A";"";"Katar";"3-4-1-2";"";"0:4";"Freundschaftsspiele";"serbien"
"785";NA;"Do. 11.11.2021";"18:00";"H";"";"Katar";"3-4-2-1";"";"4:0";"Freundschaftsspiele";"serbien"
"786";"Gruppe G";"Do. 24.11.2022";"20:00";"A";"";"Brasilien";"?";"";"-:-";"Weltmeisterschaft 2022";"serbien"
"787";"Gruppe G";"Mo. 28.11.2022";"11:00";"A";"";"Kamerun";"?";"";"-:-";"Weltmeisterschaft 2022";"serbien"
"788";"Gruppe G";"Fr. 02.12.2022";"20:00";"H";"";"Schweiz";"?";"";"-:-";"Weltmeisterschaft 2022";"serbien"
"789";NA;"Do. 24.03.2022";"19:30";"A";"";"Ungarn";"3-4-2-1";"30.000";"0:1";"Freundschaftsspiele";"serbien"
"790";NA;"Di. 29.03.2022";"18:00";"A";"";"Dänemark";"3-4-2-1";"35.010";"3:0";"Freundschaftsspiele";"serbien"
"791";NA;"Mi. 03.03.2010";"20:45";"A";"";"Belgien";"4-4-2";"20.000";"0:1";"Freundschaftsspiele";"kroatien"
"792";NA;"Mi. 19.05.2010";"20:30";"A";"";"Österreich";"4-4-2";"20.000";"0:1";"Freundschaftsspiele";"kroatien"
"793";NA;"So. 23.05.2010";"19:00";"H";"";"Wales";"4-4-2";"12.000";"2:0";"Freundschaftsspiele";"kroatien"
"794";NA;"Mi. 26.05.2010";"20:30";"A";"";"Estland";"?";"4.800";"0:0";"Freundschaftsspiele";"kroatien"
"795";NA;"Mi. 11.08.2010";"20:30";"A";"";"Slowakei";"?";"6.366";"1:1";"Freundschaftsspiele";"kroatien"
"796";NA;"Di. 12.10.2010";"20:15";"H";"";"Norwegen";"4-2-3-1";"3.266";"2:1";"Freundschaftsspiele";"kroatien"
"797";NA;"Mi. 09.02.2011";"17:45";"H";"";"Tschechien";"4-3-3 offensiv";"9.056";"4:2";"Freundschaftsspiele";"kroatien"
"798";NA;"Di. 29.03.2011";"21:00";"A";"";"Frankreich";"4-4-2 doppel 6";"60.000";"0:0";"Freundschaftsspiele";"kroatien"
"799";NA;"Mi. 10.08.2011";"20:45";"A";"";"Irland";"4-4-2";"20.000";"0:0";"Freundschaftsspiele";"kroatien"
"800";NA;"Mi. 29.02.2012";"20:30";"H";"";"Schweden";"4-4-2";"7.000";"1:3";"Freundschaftsspiele";"kroatien"
"801";NA;"Fr. 25.05.2012";"20:30";"H";"";"Estland";"4-4-2";"7.668";"3:1";"Freundschaftsspiele";"kroatien"
"802";NA;"Sa. 02.06.2012";"19:00";"A";"";"Norwegen";"4-4-2";"14.208";"1:1";"Freundschaftsspiele";"kroatien"
"803";NA;"Mi. 15.08.2012";"20:30";"H";"";"Schweiz";"4-2-3-1";"10.000";"2:4";"Freundschaftsspiele";"kroatien"
"804";NA;"Mi. 06.02.2013";"14:05";"A";"";"Südkorea";"4-4-2 doppel 6";"3.600";"0:4";"Freundschaftsspiele";"kroatien"
"805";NA;"Mo. 10.06.2013";"19:30";"H";"";"Portugal";"4-3-1-2";"13.334";"0:1";"Freundschaftsspiele";"kroatien"
"806";NA;"Mi. 14.08.2013";"20:15";"A";"";"Liechtenstein";"4-4-2 doppel 6";"2.800";"2:3";"Freundschaftsspiele";"kroatien"
"807";NA;"Di. 10.09.2013";"13:00";"A";"";"Südkorea";"4-4-2";"40.723";"1:2";"Freundschaftsspiele";"kroatien"
"808";"Gruppe A";"Do. 12.06.2014";"22:00";"A";"";"Brasilien";"4-2-3-1";"62.103";"3:1";"Weltmeisterschaft 2014";"kroatien"
"809";"Gruppe A";"Do. 19.06.2014";"00:00";"A";"";"Kamerun";"4-2-3-1";"39.982";"0:4";"Weltmeisterschaft 2014";"kroatien"
"810";"Gruppe A";"Mo. 23.06.2014";"22:00";"H";"";"Mexiko";"4-3-3 defensiv";"41.212";"1:3";"Weltmeisterschaft 2014";"kroatien"
"811";NA;"Mi. 05.03.2014";"20:30";"A";"";"Schweiz";"4-2-3-1";"17.200";"2:2";"Freundschaftsspiele";"kroatien"
"812";NA;"Sa. 31.05.2014";"16:00";"H";"";"Mali";"4-2-3-1";"15.212";"2:1";"Freundschaftsspiele";"kroatien"
"813";NA;"Sa. 07.06.2014";"01:00";"A";"";"Australien";"4-2-3-1";"";"0:1";"Freundschaftsspiele";"kroatien"
"814";NA;"Do. 04.09.2014";"20:15";"H";"";"Zypern";"4-4-2";"6.000";"2:0";"Freundschaftsspiele";"kroatien"
"815";NA;"Mi. 12.11.2014";"20:45";"A";"";"Argentinien";"4-2-3-1";"25.000";"2:1";"Freundschaftsspiele";"kroatien"
"816";NA;"So. 07.06.2015";"18:00";"H";"";"Gibraltar";"4-2-3-1";"7.737";"4:0";"Freundschaftsspiele";"kroatien"
"817";NA;"Di. 17.11.2015";"17:00";"A";"";"Russland";"4-4-2 doppel 6";"15.000";"1:3";"Freundschaftsspiele";"kroatien"
"818";NA;"Mi. 23.03.2016";"18:00";"H";"";"Israel";"3-1-4-2";"15.000";"2:0";"Freundschaftsspiele";"kroatien"
"819";NA;"Sa. 26.03.2016";"18:00";"A";"";"Ungarn";"4-3-2-1";"20.300";"1:1";"Freundschaftsspiele";"kroatien"
"820";NA;"Fr. 27.05.2016";"20:30";"H";"";"Moldawien";"4-4-2 doppel 6";"4.500";"1:0";"Freundschaftsspiele";"kroatien"
"821";NA;"Sa. 04.06.2016";"20:15";"H";"";"San Marino";"4-2-3-1";"3.603";"10:0";"Freundschaftsspiele";"kroatien"
"822";NA;"Di. 15.11.2016";"21:00";"A";"";"Nordirland";"4-2-3-1";"17.000";"0:3";"Freundschaftsspiele";"kroatien"
"823";NA;"Mi. 11.01.2017";"12:35";"A";"";"Chile";"4-4-2";"6.686";"5:2  n.E.";"Freundschaftsspiele";"kroatien"
"824";NA;"Sa. 14.01.2017";"08:35";"A";"";"China";"4-4-2";"25.576";"5:4  n.E.";"Freundschaftsspiele";"kroatien"
"825";NA;"Di. 28.03.2017";"18:00";"A";"";"Estland";"3-5-2";"4.987";"3:0";"Freundschaftsspiele";"kroatien"
"826";NA;"So. 28.05.2017";"01:30";"A";"";"Mexiko";"4-4-2 doppel 6";"62.317";"1:2";"Freundschaftsspiele";"kroatien"
"827";"Gruppe D";"Sa. 16.06.2018";"21:00";"H";"";"Nigeria";"4-2-3-1";"31.136";"2:0";"Weltmeisterschaft 2018";"kroatien"
"828";"Gruppe D";"Do. 21.06.2018";"20:00";"A";"";"Argentinien";"4-3-3 offensiv";"43.319";"0:3";"Weltmeisterschaft 2018";"kroatien"
"829";"Gruppe D";"Di. 26.06.2018";"20:00";"A";"";"Island";"4-3-3 offensiv";"43.472";"1:2";"Weltmeisterschaft 2018";"kroatien"
"830";"Achtelfinale";"So. 01.07.2018";"20:00";"H";"";"Dänemark";"4-3-3 offensiv";"43.319";"4:3  n.E.";"Weltmeisterschaft 2018";"kroatien"
"831";"Viertelfinale";"Sa. 07.07.2018";"20:00";"A";"";"Russland";"4-2-3-1";"44.287";"5:6  n.E.";"Weltmeisterschaft 2018";"kroatien"
"832";"Halbfinale";"Mi. 11.07.2018";"20:00";"H";"";"England";"4-3-3 offensiv";"78.011";"2:1  n.V.";"Weltmeisterschaft 2018";"kroatien"
"833";"Finale";"So. 15.07.2018";"17:00";"A";"";"Frankreich";"4-3-3 offensiv";"78.011";"4:2";"Weltmeisterschaft 2018";"kroatien"
"834";NA;"Sa. 24.03.2018";"01:30";"A";"";"Peru";"4-3-3 offensiv";"";"2:0";"Freundschaftsspiele";"kroatien"
"835";NA;"Mi. 28.03.2018";"04:00";"A";"";"Mexiko";"4-2-3-1";"79.128";"0:1";"Freundschaftsspiele";"kroatien"
"836";NA;"So. 03.06.2018";"16:00";"A";"";"Brasilien";"4-3-3 offensiv";"36.584";"2:0";"Freundschaftsspiele";"kroatien"
"837";NA;"Fr. 08.06.2018";"18:00";"H";"";"Senegal";"4-3-3 defensiv";"15.998";"2:1";"Freundschaftsspiele";"kroatien"
"838";NA;"Do. 06.09.2018";"20:45";"A";"";"Portugal";"4-2-3-1";"26.355";"1:1";"Freundschaftsspiele";"kroatien"
"839";NA;"Mo. 15.10.2018";"20:45";"H";"";"Jordanien";"4-3-3 offensiv";"4.820";"2:1";"Freundschaftsspiele";"kroatien"
"840";NA;"Di. 11.06.2019";"20:45";"H";"";"Tunesien";"3-5-2 offensiv";"8.036";"1:2";"Freundschaftsspiele";"kroatien"
"841";NA;"Di. 19.11.2019";"18:00";"H";"";"Georgien";"4-3-3 offensiv";"5.072";"2:1";"Freundschaftsspiele";"kroatien"
"842";NA;"Mi. 07.10.2020";"20:45";"A";"";"Schweiz";"4-2-3-1";"4.500";"1:2";"Freundschaftsspiele";"kroatien"
"843";NA;"Mi. 11.11.2020";"18:45";"A";"";"Türkei";"4-2-3-1";"x";"3:3";"Freundschaftsspiele";"kroatien"
"844";NA;"Di. 01.06.2021";"18:00";"H";"";"Armenien";"4-3-3 offensiv";"";"1:1";"Freundschaftsspiele";"kroatien"
"845";NA;"So. 06.06.2021";"20:45";"A";"";"Belgien";"4-3-3 offensiv";"";"1:0";"Freundschaftsspiele";"kroatien"
"846";"Gruppe F";"Mi. 23.11.2022";"11:00";"A";"";"Marokko";"?";"";"-:-";"Weltmeisterschaft 2022";"kroatien"
"847";"Gruppe F";"So. 27.11.2022";"17:00";"H";"";"Kanada";"?";"";"-:-";"Weltmeisterschaft 2022";"kroatien"
"848";"Gruppe F";"Do. 01.12.2022";"16:00";"H";"";"Belgien";"?";"";"-:-";"Weltmeisterschaft 2022";"kroatien"
"849";NA;"Sa. 26.03.2022";"15:00";"H";"";"Slowenien";"3-5-2";"";"1:1";"Freundschaftsspiele";"kroatien"
"850";NA;"Di. 29.03.2022";"16:00";"H";"";"Bulgarien";"3-1-4-2";"";"2:1";"Freundschaftsspiele";"kroatien"
"851";NA;"Mi. 03.03.2010";"20:45";"H";"";"Kroatien";"4-3-3 offensiv";"20.000";"0:1";"Freundschaftsspiele";"belgien"
"852";NA;"Mi. 19.05.2010";"20:45";"H";"";"Bulgarien";"4-3-3 defensiv";"11.000";"2:1";"Freundschaftsspiele";"belgien"
"853";NA;"Mi. 11.08.2010";"18:00";"A";"";"Finnland";"4-2-3-1";"7.451";"1:0";"Freundschaftsspiele";"belgien"
"854";NA;"Mi. 17.11.2010";"17:00";"A";"";"Russland";"4-5-1 flach";"34.000";"0:2";"Freundschaftsspiele";"belgien"
"855";NA;"Mi. 09.02.2011";"20:30";"H";"";"Finnland";"?";"12.800";"1:1";"Freundschaftsspiele";"belgien"
"856";NA;"Mi. 10.08.2011";"20:45";"A";"";"Slowenien";"4-3-2-1";"12.230";"0:0";"Freundschaftsspiele";"belgien"
"857";NA;"Di. 06.09.2011";"20:45";"H";"";"Vereinigte Staaten";"4-3-3 offensiv";"21.946";"1:0";"Freundschaftsspiele";"belgien"
"858";NA;"Fr. 11.11.2011";"20:45";"H";"";"Rumänien";"4-3-3 offensiv";"20.000";"2:1";"Freundschaftsspiele";"belgien"
"859";NA;"Di. 15.11.2011";"21:00";"A";"";"Frankreich";"4-3-3 offensiv";"50.000";"0:0";"Freundschaftsspiele";"belgien"
"860";NA;"Mi. 29.02.2012";"20:30";"A";"";"Griechenland";"4-3-3 offensiv";"15.000";"1:1";"Freundschaftsspiele";"belgien"
"861";NA;"Fr. 25.05.2012";"20:45";"H";"";"Montenegro";"4-2-3-1";"25.000";"2:2";"Freundschaftsspiele";"belgien"
"862";NA;"Sa. 02.06.2012";"18:15";"A";"";"England";"4-2-3-1";"85.091";"1:0";"Freundschaftsspiele";"belgien"
"863";NA;"Mi. 15.08.2012";"20:45";"H";"";"Niederlande";"4-2-3-1";"46.000";"4:2";"Freundschaftsspiele";"belgien"
"864";NA;"Mi. 14.11.2012";"20:00";"A";"";"Rumänien";"4-2-3-1";"6.000";"2:1";"Freundschaftsspiele";"belgien"
"865";NA;"Mi. 06.02.2013";"20:00";"H";"";"Slowakei";"4-3-3 offensiv";"20.000";"2:1";"Freundschaftsspiele";"belgien"
"866";NA;"Mi. 29.05.2013";"02:00";"A";"";"Vereinigte Staaten";"4-3-3 defensiv";"27.720";"2:4";"Freundschaftsspiele";"belgien"
"867";NA;"Mi. 14.08.2013";"21:00";"H";"";"Frankreich";"4-3-3 defensiv";"41.773";"0:0";"Freundschaftsspiele";"belgien"
"868";NA;"Do. 14.11.2013";"21:00";"H";"";"Kolumbien";"4-2-3-1";"45.000";"0:2";"Freundschaftsspiele";"belgien"
"869";NA;"Di. 19.11.2013";"21:00";"H";"";"Japan";"4-2-3-1";"43.000";"2:3";"Freundschaftsspiele";"belgien"
"870";"Gruppe H";"Di. 17.06.2014";"18:00";"H";"";"Algerien";"4-2-3-1";"56.800";"2:1";"Weltmeisterschaft 2014";"belgien"
"871";"Gruppe H";"So. 22.06.2014";"18:00";"H";"";"Russland";"4-2-3-1";"73.819";"1:0";"Weltmeisterschaft 2014";"belgien"
"872";"Gruppe H";"Do. 26.06.2014";"22:00";"A";"";"Südkorea";"4-2-3-1";"61.397";"0:1";"Weltmeisterschaft 2014";"belgien"
"873";"Achtelfinale";"Di. 01.07.2014";"22:00";"H";"";"Vereinigte Staaten";"4-2-3-1";"51.227";"2:1  n.V.";"Weltmeisterschaft 2014";"belgien"
"874";"Viertelfinale";"Sa. 05.07.2014";"18:00";"A";"";"Argentinien";"4-2-3-1";"68.551";"1:0";"Weltmeisterschaft 2014";"belgien"
"875";NA;"Mi. 05.03.2014";"20:45";"H";"";"Elfenbeinküste";"4-2-3-1";"45.000";"2:2";"Freundschaftsspiele";"belgien"
"876";NA;"Mo. 26.05.2014";"20:45";"H";"";"Luxemburg";"4-2-3-1";"24.604";"5:1";"Freundschaftsspiele";"belgien"
"877";NA;"So. 01.06.2014";"20:30";"A";"";"Schweden";"4-2-3-1";"24.732";"0:2";"Freundschaftsspiele";"belgien"
"878";NA;"Sa. 07.06.2014";"20:45";"H";"";"Tunesien";"4-2-3-1";"40.000";"1:0";"Freundschaftsspiele";"belgien"
"879";NA;"Do. 04.09.2014";"20:45";"H";"";"Australien";"4-2-3-1";"16.850";"2:0";"Freundschaftsspiele";"belgien"
"880";NA;"Mi. 12.11.2014";"20:45";"H";"";"Island";"4-2-3-1";"22.163";"3:1";"Freundschaftsspiele";"belgien"
"881";NA;"So. 07.06.2015";"21:00";"A";"";"Frankreich";"4-3-3 offensiv";"70.000";"3:4";"Freundschaftsspiele";"belgien"
"882";NA;"Fr. 13.11.2015";"20:45";"H";"";"Italien";"4-3-3 offensiv";"40.000";"3:1";"Freundschaftsspiele";"belgien"
"883";NA;"Di. 29.03.2016";"20:45";"A";"";"Portugal";"4-3-3 offensiv";"21.157";"2:1";"Freundschaftsspiele";"belgien"
"884";NA;"Sa. 28.05.2016";"16:15";"A";"";"Schweiz";"4-2-3-1";"20.000";"1:2";"Freundschaftsspiele";"belgien"
"885";NA;"Mi. 01.06.2016";"20:45";"H";"";"Finnland";"4-4-2 doppel 6";"28.025";"1:1";"Freundschaftsspiele";"belgien"
"886";NA;"So. 05.06.2016";"18:00";"H";"";"Norwegen";"4-2-3-1";"42.196";"3:2";"Freundschaftsspiele";"belgien"
"887";NA;"Do. 01.09.2016";"20:45";"H";"";"Spanien";"4-2-3-1";"28.000";"0:2";"Freundschaftsspiele";"belgien"
"888";NA;"Mi. 09.11.2016";"20:45";"A";"";"Niederlande";"3-4-2-1";"37.500";"1:1";"Freundschaftsspiele";"belgien"
"889";NA;"Di. 28.03.2017";"18:00";"A";"";"Russland";"3-5-2 flach";"40.000";"3:3";"Freundschaftsspiele";"belgien"
"890";NA;"Mo. 05.06.2017";"20:45";"H";"";"Tschechien";"3-5-2";"28.000";"2:1";"Freundschaftsspiele";"belgien"
"891";NA;"Fr. 10.11.2017";"20:45";"H";"";"Mexiko";"3-5-2 flach";"40.965";"3:3";"Freundschaftsspiele";"belgien"
"892";NA;"Di. 14.11.2017";"20:45";"H";"";"Japan";"3-4-2-1";"21.000";"1:0";"Freundschaftsspiele";"belgien"
"893";"Gruppe G";"Mo. 18.06.2018";"17:00";"H";"";"Panama";"3-4-2-1";"43.257";"3:0";"Weltmeisterschaft 2018";"belgien"
"894";"Gruppe G";"Sa. 23.06.2018";"14:00";"H";"";"Tunesien";"3-4-2-1";"44.190";"5:2";"Weltmeisterschaft 2018";"belgien"
"895";"Gruppe G";"Do. 28.06.2018";"20:00";"A";"";"England";"3-4-2-1";"33.973";"0:1";"Weltmeisterschaft 2018";"belgien"
"896";"Achtelfinale";"Mo. 02.07.2018";"20:00";"H";"";"Japan";"3-4-2-1";"41.466";"3:2";"Weltmeisterschaft 2018";"belgien"
"897";"Viertelfinale";"Fr. 06.07.2018";"20:00";"A";"";"Brasilien";"4-3-3 offensiv";"42.873";"1:2";"Weltmeisterschaft 2018";"belgien"
"898";"Halbfinale";"Di. 10.07.2018";"20:00";"A";"";"Frankreich";"3-4-2-1";"64.286";"1:0";"Weltmeisterschaft 2018";"belgien"
"899";"Spiel um Platz Drei";"Sa. 14.07.2018";"16:00";"H";"";"England";"3-4-2-1";"64.406";"2:0";"Weltmeisterschaft 2018";"belgien"
"900";NA;"Di. 27.03.2018";"20:45";"H";"";"Saudi-Arabien";"3-4-2-1";"22.578";"4:0";"Freundschaftsspiele";"belgien"
"901";NA;"Sa. 02.06.2018";"20:45";"H";"";"Portugal";"3-4-2-1";"50.000";"0:0";"Freundschaftsspiele";"belgien"
"902";NA;"Mi. 06.06.2018";"20:45";"H";"";"Ägypten";"3-4-2-1";"27.274";"3:0";"Freundschaftsspiele";"belgien"
"903";NA;"Mo. 11.06.2018";"20:45";"H";"";"Costa Rica";"3-4-2-1";"28.000";"4:1";"Freundschaftsspiele";"belgien"
"904";NA;"Fr. 07.09.2018";"20:45";"A";"";"Schottland";"3-4-3 flach";"20.196";"0:4";"Freundschaftsspiele";"belgien"
"905";NA;"Di. 16.10.2018";"20:45";"H";"";"Niederlande";"3-4-3 flach";"34.747";"1:1";"Freundschaftsspiele";"belgien"
"906";NA;"Do. 08.10.2020";"20:45";"H";"";"Elfenbeinküste";"5-4-1 flach";"";"1:1";"Freundschaftsspiele";"belgien"
"907";NA;"Mi. 11.11.2020";"20:45";"H";"";"Schweiz";"3-4-3 flach";"x";"2:1";"Freundschaftsspiele";"belgien"
"908";NA;"Do. 03.06.2021";"20:45";"H";"";"Griechenland";"3-4-3 flach";"";"1:1";"Freundschaftsspiele";"belgien"
"909";NA;"So. 06.06.2021";"20:45";"H";"";"Kroatien";"3-4-3 flach";"";"1:0";"Freundschaftsspiele";"belgien"
"910";"Gruppe F";"Mi. 23.11.2022";"20:00";"H";"";"Kanada";"?";"";"-:-";"Weltmeisterschaft 2022";"belgien"
"911";"Gruppe F";"So. 27.11.2022";"14:00";"H";"";"Marokko";"?";"";"-:-";"Weltmeisterschaft 2022";"belgien"
"912";"Gruppe F";"Do. 01.12.2022";"16:00";"A";"";"Kroatien";"?";"";"-:-";"Weltmeisterschaft 2022";"belgien"
"913";NA;"Sa. 26.03.2022";"18:00";"A";"";"Irland";"3-4-2-1";"";"2:2";"Freundschaftsspiele";"belgien"
"914";NA;"Di. 29.03.2022";"20:45";"H";"";"Burkina Faso";"3-4-3 flach";"15.000";"3:0";"Freundschaftsspiele";"belgien"
"915";NA;"Mi. 03.03.2010";"16:00";"A";"";"Griechenland";"?";"";"0:2";"Freundschaftsspiele";"senegal"
"916";NA;"Mo. 10.05.2010";"23:00";"A";"";"Mexiko";"4-4-2 doppel 6";"";"1:0";"Freundschaftsspiele";"senegal"
"917";NA;"Do. 27.05.2010";"20:15";"A";"";"Dänemark";"4-4-2";"14.112";"2:0";"Freundschaftsspiele";"senegal"
"918";NA;"Mi. 11.08.2010";"19:00";"H";"";"Kap Verde";"?";"";"1:0";"Freundschaftsspiele";"senegal"
"919";NA;"Mi. 17.11.2010";"00:00";"H";"";"Gabun";"?";"";"2:1";"Freundschaftsspiele";"senegal"
"920";NA;"Mi. 09.02.2011";"19:00";"H";"";"Guinea";"4-3-3 offensiv";"";"3:0";"Freundschaftsspiele";"senegal"
"921";NA;"Mi. 29.06.2011";"03:00";"A";"";"Peru";"4-4-2 doppel 6";"15.000";"1:0";"Freundschaftsspiele";"senegal"
"922";NA;"Mi. 10.08.2011";"18:55";"H";"";"Marokko";"4-4-2 doppel 6";"";"0:2";"Freundschaftsspiele";"senegal"
"923";NA;"Fr. 11.11.2011";"unbekannt";"A";"";"Guinea";"3-5-2";"";"1:4";"Freundschaftsspiele";"senegal"
"924";NA;"Do. 12.01.2012";"20:00";"H";"";"Sudan";"4-2-3-1";"30.000";"1:0";"Freundschaftsspiele";"senegal"
"925";NA;"So. 15.01.2012";"19:15";"H";"";"Kenia";"4-4-2 doppel 6";"";"1:0";"Freundschaftsspiele";"senegal"
"926";NA;"Mi. 29.02.2012";"19:35";"A";"";"Südafrika";"4-3-3 offensiv";"";"0:0";"Freundschaftsspiele";"senegal"
"927";NA;"Fr. 25.05.2012";"21:00";"A";"";"Marokko";"4-4-2 doppel 6";"";"0:1";"Freundschaftsspiele";"senegal"
"928";NA;"Mi. 14.11.2012";"00:00";"A";"";"Niger";"4-3-3 defensiv";"";"1:1";"Freundschaftsspiele";"senegal"
"929";NA;"Mi. 16.01.2013";"03:00";"A";"";"Chile";"4-2-3-1";"10.000";"2:1";"Freundschaftsspiele";"senegal"
"930";NA;"Di. 05.02.2013";"00:00";"H";"";"Guinea";"4-4-2 doppel 6";"";"1:1";"Freundschaftsspiele";"senegal"
"931";NA;"Sa. 16.03.2013";"unbekannt";"H";"";"Libyen";"";"";"0:4";"Freundschaftsspiele";"senegal"
"932";NA;"Mi. 14.08.2013";"19:00";"A";"";"Sambia";"4-3-3 offensiv";"";"1:1";"Freundschaftsspiele";"senegal"
"933";NA;"Mi. 05.03.2014";"00:00";"H";"";"Mali";"4-3-3 offensiv";"";"1:1";"Freundschaftsspiele";"senegal"
"934";NA;"Do. 22.05.2014";"20:00";"A";"";"Burkina Faso";"4-4-2 doppel 6";"20.000";"1:1";"Freundschaftsspiele";"senegal"
"935";NA;"Sa. 31.05.2014";"23:00";"A";"";"Kolumbien";"4-3-1-2";"9.000";"2:2";"Freundschaftsspiele";"senegal"
"936";NA;"Fr. 09.01.2015";"15:00";"H";"";"Gabun";"?";"";"1:0";"Freundschaftsspiele";"senegal"
"937";NA;"Sa. 28.03.2015";"20:30";"A";"";"Ghana";"4-4-2 doppel 6";"";"1:2";"Freundschaftsspiele";"senegal"
"938";NA;"So. 07.06.2015";"unbekannt";"A";"";"Mauretanien";"";"";"1:0";"Freundschaftsspiele";"senegal"
"939";NA;"Di. 08.09.2015";"unbekannt";"A";"";"Südafrika";"4-3-3 defensiv";"";"1:0";"Freundschaftsspiele";"senegal"
"940";NA;"Di. 13.10.2015";"21:30";"A";"";"Algerien";"4-2-3-1";"35.000";"1:0";"Freundschaftsspiele";"senegal"
"941";NA;"Do. 11.02.2016";"02:35";"A";"";"Mexiko";"4-3-1-2";"15.588";"2:0";"Freundschaftsspiele";"senegal"
"942";NA;"Sa. 28.05.2016";"15:30";"A";"";"Ruanda";"4-3-3 defensiv";"12.000";"0:2";"Freundschaftsspiele";"senegal"
"943";NA;"So. 08.01.2017";"unbekannt";"A";"";"Libyen";"?";"";"1:2";"Freundschaftsspiele";"senegal"
"944";NA;"Mi. 11.01.2017";"unbekannt";"A";"";"Republik Kongo";"?";"";"0:2";"Freundschaftsspiele";"senegal"
"945";NA;"Do. 23.03.2017";"21:00";"A";"";"Nigeria";"4-3-3 offensiv";"2.013";"1:1";"Freundschaftsspiele";"senegal"
"946";NA;"Mo. 05.06.2017";"unbekannt";"H";"";"Uganda";"?";"";"0:0";"Freundschaftsspiele";"senegal"
"947";"Gruppe H";"Di. 19.06.2018";"17:00";"A";"";"Polen";"4-4-2 doppel 6";"44.190";"1:2";"Weltmeisterschaft 2018";"senegal"
"948";"Gruppe H";"So. 24.06.2018";"17:00";"A";"";"Japan";"4-3-3 offensiv";"32.572";"2:2";"Weltmeisterschaft 2018";"senegal"
"949";"Gruppe H";"Do. 28.06.2018";"16:00";"H";"";"Kolumbien";"4-4-2 doppel 6";"41.970";"0:1";"Weltmeisterschaft 2018";"senegal"
"950";NA;"Fr. 23.03.2018";"17:30";"H";"";"Usbekistan";"4-5-1 flach";"2.200";"1:1";"Freundschaftsspiele";"senegal"
"951";NA;"Di. 27.03.2018";"19:00";"H";"";"Bosnien-Herzegowina";"5-4-1 flach";"2.851";"0:0";"Freundschaftsspiele";"senegal"
"952";NA;"Do. 31.05.2018";"20:00";"A";"";"Luxemburg";"4-4-2 doppel 6";"3.816";"0:0";"Freundschaftsspiele";"senegal"
"953";NA;"Fr. 08.06.2018";"18:00";"A";"";"Kroatien";"4-2-3-1";"15.998";"2:1";"Freundschaftsspiele";"senegal"
"954";NA;"Mo. 11.06.2018";"15:30";"H";"";"Südkorea";"4-4-2 doppel 6";"x";"2:0";"Freundschaftsspiele";"senegal"
"955";NA;"Di. 26.03.2019";"18:00";"H";"";"Mali";"4-3-3 offensiv";"";"2:1";"Freundschaftsspiele";"senegal"
"956";NA;"So. 16.06.2019";"17:30";"H";"";"Nigeria";"4-3-3 offensiv";"";"1:0";"Freundschaftsspiele";"senegal"
"957";NA;"Do. 10.10.2019";"14:00";"A";"";"Brasilien";"4-1-4-1";"";"1:1";"Freundschaftsspiele";"senegal"
"958";NA;"Fr. 09.10.2020";"20:00";"A";"";"Marokko";"4-3-3 defensiv";"";"3:1";"Freundschaftsspiele";"senegal"
